cemetery,time_base,date,graves_best
Iskool Bolisii,1552,2020-04-07,419
Barakaat 1,1571,2020-04-26,5483
Calamada,1571,2020-04-26,4642
Kahda,1572,2020-04-27,1101
Iskool Bolisii,1590,2020-05-15,486
Barakaat 1,1604,2020-05-29,5514
Barakaat 2,1604,2020-05-29,976
Kahda,1604,2020-05-29,1163
Moallim Nuur,1604,2020-05-29,3840
Iskool Bolisii,1616,2020-06-10,581
Kahda,1616,2020-06-10,1175
Moallim Nuur,1616,2020-06-10,3840
Barakaat 1,1621,2020-06-15,5568
Calamada,1626,2020-06-20,4861
Barakaat 1,1629,2020-06-23,5568
Barakaat 2,1635,2020-06-29,1270
Barakaat 1,1643,2020-07-07,5568
Kahda,1643,2020-07-07,1195
Barakaat 2,1647,2020-07-11,1423
Moallim Nuur,1647,2020-07-11,3849
Iskool Bolisii,1666,2020-07-30,720
Barakaat 1,1685,2020-08-18,5568
Moallim Nuur,1685,2020-08-18,3856
Barakaat 2,1691,2020-08-24,1621
Calamada,1714,2020-09-16,5159
Barakaat 2,1723,2020-09-25,1992
Moallim Nuur,1723,2020-09-25,3856
Barakaat 1,1725,2020-09-27,5568
Kahda,1725,2020-09-27,1324
Barakaat 1,1729,2020-10-01,5568
Kahda,1729,2020-10-01,1325
