"date","new_area_ipol","new_area_index","new_area_excess"
2017-02-21,65,61.4457654095644,6.14457654095644
2017-02-22,66,43.0120357866951,-12.2891530819129
2017-02-23,64,55.301188868608,0
2017-02-24,64,55.301188868608,0
2017-02-25,65,49.1566123276515,-6.14457654095644
2017-02-26,65,61.4457654095644,6.14457654095644
2017-02-27,101,55.301188868608,0
2017-02-28,103,55.301188868608,0
2017-03-01,102,61.4457654095644,6.14457654095644
2017-03-02,101,67.5903419505209,12.2891530819129
2017-03-03,101,43.0120357866951,-12.2891530819129
2017-03-04,102,61.4457654095644,6.14457654095644
2017-03-05,102,61.4457654095644,6.14457654095644
2017-03-06,102,55.301188868608,0
2017-03-07,102,61.4457654095644,6.14457654095644
2017-03-08,102,55.301188868608,0
2017-03-09,101,61.4457654095644,6.14457654095644
2017-03-10,102,61.4457654095644,6.14457654095644
2017-03-11,102,55.301188868608,0
2017-03-12,102,61.4457654095644,6.14457654095644
2017-03-13,101,49.1566123276515,-6.14457654095644
2017-03-14,102,67.5903419505209,12.2891530819129
2017-03-15,102,61.4457654095644,6.14457654095644
2017-03-16,101,49.1566123276515,-6.14457654095644
2017-03-17,102,61.4457654095644,6.14457654095644
2017-03-18,102,61.4457654095644,6.14457654095644
2017-03-19,102,55.301188868608,0
2017-03-20,102,55.301188868608,0
2017-03-21,102,61.4457654095644,6.14457654095644
2017-03-22,102,55.301188868608,0
2017-03-23,101,67.5903419505209,12.2891530819129
2017-03-24,101,55.301188868608,0
2017-03-25,101,49.1566123276515,-6.14457654095644
2017-03-26,102,67.5903419505209,12.2891530819129
2017-03-27,102,55.301188868608,0
2017-03-28,102,61.4457654095644,6.14457654095644
2017-03-29,102,55.301188868608,0
2017-03-30,101,61.4457654095644,6.14457654095644
2017-03-31,103,55.301188868608,0
2017-04-01,102,55.301188868608,0
2017-04-02,101,61.4457654095644,6.14457654095644
2017-04-03,101,55.301188868608,0
2017-04-04,102,61.4457654095644,6.14457654095644
2017-04-05,102,61.4457654095644,6.14457654095644
2017-04-06,101,61.4457654095644,6.14457654095644
2017-04-07,103,49.1566123276515,-6.14457654095644
2017-04-08,102,61.4457654095644,6.14457654095644
2017-04-09,101,61.4457654095644,6.14457654095644
2017-04-10,102,55.301188868608,0
2017-04-11,102,61.4457654095644,6.14457654095644
2017-04-12,102,55.301188868608,0
2017-04-13,101,61.4457654095644,6.14457654095644
2017-04-14,102,61.4457654095644,6.14457654095644
2017-04-15,102,55.301188868608,0
2017-04-16,101,55.301188868608,0
2017-04-17,103,55.301188868608,0
2017-04-18,101,67.5903419505209,12.2891530819129
2017-04-19,102,55.301188868608,0
2017-04-20,102,55.301188868608,7.105427357601e-15
2017-04-21,102,61.4457654095644,6.14457654095644
2017-04-22,102,55.301188868608,0
2017-04-23,101,61.4457654095644,6.14457654095644
2017-04-24,102,55.301188868608,0
2017-04-25,101,61.4457654095644,6.14457654095644
2017-04-26,102,55.301188868608,0
2017-04-27,102,67.5903419505209,12.2891530819129
2017-04-28,102,49.1566123276515,-6.14457654095644
2017-04-29,102,55.301188868608,0
2017-04-30,101,67.5903419505209,12.2891530819129
2017-05-01,103,49.1566123276515,-6.14457654095644
2017-05-02,101,67.5903419505209,12.2891530819129
2017-05-03,102,55.301188868608,0
2017-05-04,103,55.301188868608,0
2017-05-05,100,61.4457654095644,6.14457654095644
2017-05-06,102,55.301188868608,0
2017-05-07,101,61.4457654095644,6.14457654095644
2017-05-08,103,55.301188868608,0
2017-05-09,101,61.4457654095644,6.14457654095644
2017-05-10,101,61.4457654095644,6.14457654095644
2017-05-11,103,61.4457654095644,6.14457654095644
2017-05-12,101,49.1566123276515,-6.14457654095644
2017-05-13,102,61.4457654095644,6.14457654095644
2017-05-14,101,55.301188868608,0
2017-05-15,102,61.4457654095644,6.14457654095644
2017-05-16,102,61.4457654095644,6.14457654095644
2017-05-17,101,49.1566123276515,-6.14457654095644
2017-05-18,103,67.5903419505209,12.2891530819129
2017-05-19,101,61.4457654095644,6.14457654095644
2017-05-20,102,49.1566123276515,-6.14457654095644
2017-05-21,101,61.4457654095644,6.14457654095644
2017-05-22,103,61.4457654095644,6.14457654095644
2017-05-23,102,55.301188868608,0
2017-05-24,101,61.4457654095644,6.14457654095644
2017-05-25,102,55.301188868608,7.105427357601e-15
2017-05-26,101,55.301188868608,0
2017-05-27,102,61.4457654095644,6.14457654095644
2017-05-28,102,61.4457654095644,6.14457654095644
2017-05-29,102,49.1566123276515,-6.14457654095644
2017-05-30,102,67.5903419505209,12.2891530819129
2017-05-31,101,55.301188868608,0
2017-06-01,103,67.5903419505209,12.2891530819129
2017-06-02,101,49.1566123276515,-6.14457654095644
2017-06-03,102,55.301188868608,0
2017-06-04,103,67.5903419505209,12.2891530819129
2017-06-05,100,49.1566123276515,-6.14457654095644
2017-06-06,102,67.5903419505209,12.2891530819129
2017-06-07,101,55.301188868608,0
2017-06-08,103,55.301188868608,0
2017-06-09,101,61.4457654095644,6.14457654095644
2017-06-10,102,55.301188868608,0
2017-06-11,103,55.301188868608,0
2017-06-12,101,61.4457654095644,6.14457654095644
2017-06-13,102,61.4457654095644,6.14457654095644
2017-06-14,102,55.301188868608,0
2017-06-15,101,67.5903419505209,12.2891530819129
2017-06-16,101,49.1566123276515,-6.14457654095644
2017-06-17,102,55.301188868608,0
2017-06-18,103,67.5903419505209,12.2891530819129
2017-06-19,101,55.301188868608,0
2017-06-20,102,55.301188868608,0
2017-06-21,102,55.301188868608,0
2017-06-22,102,67.5903419505209,12.2891530819129
2017-06-23,101,55.301188868608,0
2017-06-24,102,49.1566123276515,-6.14457654095644
2017-06-25,102,67.5903419505209,12.2891530819129
2017-06-26,100,55.301188868608,0
2017-06-27,102,61.4457654095644,6.14457654095644
2017-06-28,102,61.4457654095644,6.14457654095644
2017-06-29,102,55.301188868608,7.105427357601e-15
2017-06-30,102,55.301188868608,0
2017-07-01,101,61.4457654095644,6.14457654095644
2017-07-02,103,61.4457654095644,6.14457654095644
2017-07-03,101,49.1566123276515,-6.14457654095644
2017-07-04,102,67.5903419505209,12.2891530819129
2017-07-05,102,55.301188868608,0
2017-07-06,101,61.4457654095644,6.14457654095644
2017-07-07,102,55.301188868608,0
2017-07-08,102,55.301188868608,0
2017-07-09,102,61.4457654095644,6.14457654095644
2017-07-10,101,55.301188868608,0
2017-07-11,102,67.5903419505209,12.2891530819129
2017-07-12,102,49.1566123276515,-6.14457654095644
2017-07-13,102,61.4457654095644,6.14457654095644
2017-07-14,102,61.4457654095644,6.14457654095644
2017-07-15,102,55.301188868608,0
2017-07-16,102,55.301188868608,7.105427357601e-15
2017-07-17,100,61.4457654095644,6.14457654095644
2017-07-18,102,55.301188868608,0
2017-07-19,103,61.4457654095644,6.14457654095644
2017-07-20,101,67.5903419505209,12.2891530819129
2017-07-21,102,43.0120357866951,-12.2891530819129
2017-07-22,102,61.4457654095644,6.14457654095644
2017-07-23,102,67.5903419505209,12.2891530819129
2017-07-24,101,55.301188868608,0
2017-07-25,103,55.301188868608,0
2017-07-26,102,55.301188868608,0
2017-07-27,100,67.5903419505209,12.2891530819129
2017-07-28,102,55.301188868608,0
2017-07-29,102,49.1566123276515,-6.14457654095644
2017-07-30,102,67.5903419505209,12.2891530819129
2017-07-31,101,55.301188868608,0
2017-08-01,103,61.4457654095644,6.14457654095644
2017-08-02,102,61.4457654095644,6.14457654095644
2017-08-03,101,49.1566123276515,-6.14457654095644
2017-08-04,102,61.4457654095644,6.14457654095644
2017-08-05,102,61.4457654095644,6.14457654095644
2017-08-06,101,55.301188868608,0
2017-08-07,101,55.301188868608,0
2017-08-08,103,67.5903419505209,12.2891530819129
2017-08-09,102,49.1566123276515,-6.14457654095644
2017-08-10,101,67.5903419505209,12.2891530819129
2017-08-11,101,55.301188868608,0
2017-08-12,102,49.1566123276515,-6.14457654095644
2017-08-13,102,67.5903419505209,12.2891530819129
2017-08-14,102,55.301188868608,0
2017-08-15,102,61.4457654095644,6.14457654095644
2017-08-16,102,55.301188868608,0
2017-08-17,100,61.4457654095644,6.14457654095644
2017-08-18,103,55.301188868608,0
2017-08-19,101,61.4457654095644,6.14457654095644
2017-08-20,102,55.301188868608,7.105427357601e-15
2017-08-21,102,61.4457654095644,6.14457654095644
2017-08-22,102,55.301188868608,0
2017-08-23,102,61.4457654095644,6.14457654095644
2017-08-24,101,67.5903419505209,12.2891530819129
2017-08-25,103,43.0120357866951,-12.2891530819129
2017-08-26,101,61.4457654095644,6.14457654095644
2017-08-27,101,67.5903419505209,12.2891530819129
2017-08-28,102,49.1566123276515,-6.14457654095644
2017-08-29,102,61.4457654095644,6.14457654095644
2017-08-30,102,55.301188868608,0
2017-08-31,101,61.4457654095644,6.14457654095644
2017-09-01,103,61.4457654095644,6.14457654095644
2017-09-02,102,49.1566123276515,-6.14457654095644
2017-09-03,101,61.4457654095644,6.14457654095644
2017-09-04,102,61.4457654095644,6.14457654095644
2017-09-05,102,61.4457654095644,6.14457654095644
2017-09-06,102,55.301188868608,0
2017-09-07,100,55.301188868608,0
2017-09-08,103,61.4457654095644,6.14457654095644
2017-09-09,102,55.301188868608,0
2017-09-10,101,61.4457654095644,6.14457654095644
2017-09-11,103,55.301188868608,0
2017-09-12,101,61.4457654095644,6.14457654095644
2017-09-13,102,55.301188868608,0
2017-09-14,101,67.5903419505209,12.2891530819129
2017-09-15,103,55.301188868608,0
2017-09-16,102,49.1566123276515,-6.14457654095644
2017-09-17,100,67.5903419505209,12.2891530819129
2017-09-18,103,55.301188868608,0
2017-09-19,101,61.4457654095644,6.14457654095644
2017-09-20,102,55.301188868608,0
2017-09-21,101,61.4457654095644,6.14457654095644
2017-09-22,103,55.301188868608,0
2017-09-23,102,67.5903419505209,12.2891530819129
2017-09-24,101,49.1566123276515,-6.14457654095644
2017-09-25,103,55.301188868608,0
2017-09-26,100,61.4457654095644,6.14457654095644
2017-09-27,102,61.4457654095644,6.14457654095644
2017-09-28,102,61.4457654095644,6.14457654095644
2017-09-29,101,49.1566123276515,-6.14457654095644
2017-09-30,102,67.5903419505209,12.2891530819129
2017-10-01,101,55.301188868608,0
2017-10-02,103,55.301188868608,0
2017-10-03,101,61.4457654095644,6.14457654095644
2017-10-04,102,49.1566123276515,-6.14457654095644
2017-10-05,103,67.5903419505209,12.2891530819129
2017-10-06,101,61.4457654095644,6.14457654095644
2017-10-07,102,49.1566123276515,-6.14457654095644
2017-10-08,100,61.4457654095644,6.14457654095644
2017-10-09,103,61.4457654095644,6.14457654095644
2017-10-10,101,55.301188868608,0
2017-10-11,102,61.4457654095644,6.14457654095644
2017-10-12,103,61.4457654095644,6.14457654095644
2017-10-13,101,55.301188868608,0
2017-10-14,102,61.4457654095644,6.14457654095644
2017-10-15,101,55.301188868608,0
2017-10-16,103,55.301188868608,0
2017-10-17,101,61.4457654095644,6.14457654095644
2017-10-18,101,55.301188868608,0
2017-10-19,103,67.5903419505209,12.2891530819129
2017-10-20,101,49.1566123276515,-6.14457654095644
2017-10-21,102,61.4457654095644,6.14457654095644
2017-10-22,102,61.4457654095644,6.14457654095644
2017-10-23,102,49.1566123276515,-6.14457654095644
2017-10-24,102,67.5903419505209,12.2891530819129
2017-10-25,101,55.301188868608,0
2017-10-26,103,55.301188868608,0
2017-10-27,101,61.4457654095644,6.14457654095644
2017-10-28,102,67.5903419505209,12.2891530819129
2017-10-29,101,43.0120357866951,-12.2891530819129
2017-10-30,102,61.4457654095644,6.14457654095644
2017-10-31,102,61.4457654095644,6.14457654095644
2017-11-01,101,55.301188868608,0
2017-11-02,103,67.5903419505209,12.2891530819129
2017-11-03,101,49.1566123276515,-6.14457654095644
2017-11-04,102,61.4457654095644,6.14457654095644
2017-11-05,102,61.4457654095644,6.14457654095644
2017-11-06,102,55.301188868608,0
2017-11-07,102,61.4457654095644,6.14457654095644
2017-11-08,100,55.301188868608,0
2017-11-09,103,61.4457654095644,6.14457654095644
2017-11-10,101,61.4457654095644,6.14457654095644
2017-11-11,101,49.1566123276515,-6.14457654095644
2017-11-12,103,61.4457654095644,6.14457654095644
2017-11-13,101,61.4457654095644,6.14457654095644
2017-11-14,102,55.301188868608,0
2017-11-15,102,61.4457654095644,6.14457654095644
2017-11-16,102,61.4457654095644,6.14457654095644
2017-11-17,101,49.1566123276515,-6.14457654095644
2017-11-18,102,67.5903419505209,12.2891530819129
2017-11-19,102,55.301188868608,0
2017-11-20,101,49.1566123276515,-6.14457654095644
2017-11-21,102,67.5903419505209,12.2891530819129
2017-11-22,102,55.301188868608,0
2017-11-23,102,61.4457654095644,6.14457654095644
2017-11-24,101,55.301188868608,0
2017-11-25,102,61.4457654095644,6.14457654095644
2017-11-26,103,55.301188868608,0
2017-11-27,101,55.301188868608,0
2017-11-28,102,67.5903419505209,12.2891530819129
2017-11-29,101,49.1566123276515,-6.14457654095644
2017-11-30,102,61.4457654095644,6.14457654095644
2017-12-01,101,61.4457654095644,6.14457654095644
2017-12-02,103,61.4457654095644,6.14457654095644
2017-12-03,102,49.1566123276515,-6.14457654095644
2017-12-04,101,61.4457654095644,6.14457654095644
2017-12-05,102,67.5903419505209,12.2891530819129
2017-12-06,102,49.1566123276515,-6.14457654095644
2017-12-07,102,61.4457654095644,6.14457654095644
2017-12-08,102,55.301188868608,0
2017-12-09,102,61.4457654095644,6.14457654095644
2017-12-10,101,61.4457654095644,6.14457654095644
2017-12-11,101,55.301188868608,0
2017-12-12,102,55.301188868608,0
2017-12-13,102,61.4457654095644,6.14457654095644
2017-12-14,102,61.4457654095644,6.14457654095644
2017-12-15,102,55.301188868608,0
2017-12-16,102,55.301188868608,0
2017-12-17,102,61.4457654095644,6.14457654095644
2017-12-18,101,55.301188868608,0
2017-12-19,102,61.4457654095644,6.14457654095644
2017-12-20,101,61.4457654095644,6.14457654095644
2017-12-21,102,55.301188868608,0
2017-12-22,102,55.301188868608,0
2017-12-23,102,67.5903419505209,12.2891530819129
2017-12-24,102,49.1566123276515,-6.14457654095644
2017-12-25,101,55.301188868608,0
2017-12-26,103,67.5903419505209,12.2891530819129
2017-12-27,102,49.1566123276515,-6.14457654095644
2017-12-28,100,67.5903419505209,12.2891530819129
2017-12-29,102,55.301188868608,0
2017-12-30,101,61.4457654095644,6.14457654095644
2017-12-31,102,55.301188868608,0
2018-01-01,95,61.4457654095644,6.14457654095644
2018-01-02,97,55.301188868608,7.105427357601e-15
2018-01-03,96,67.5903419505208,12.2891530819129
2018-01-04,95,55.301188868608,7.105427357601e-15
2018-01-05,96,61.4457654095644,6.14457654095644
2018-01-06,96,55.301188868608,0
2018-01-07,96,67.5903419505209,12.2891530819129
2018-01-08,95,61.4457654095644,6.14457654095644
2018-01-09,97,55.301188868608,0
2018-01-10,95,55.301188868608,7.105427357601e-15
2018-01-11,95,73.7349184914773,18.4337296228693
2018-01-12,96,49.1566123276515,-6.14457654095644
2018-01-13,96,61.4457654095644,6.14457654095644
2018-01-14,96,61.4457654095644,6.14457654095644
2018-01-15,96,55.301188868608,0
2018-01-16,96,67.5903419505209,12.2891530819129
2018-01-17,96,61.4457654095644,6.14457654095644
2018-01-18,95,49.1566123276515,-6.14457654095644
2018-01-19,96,67.5903419505209,12.2891530819129
2018-01-20,96,61.4457654095644,6.14457654095644
2018-01-21,95,55.301188868608,0
2018-01-22,96,61.4457654095644,6.14457654095644
2018-01-23,96,61.4457654095644,6.14457654095644
2018-01-24,96,55.301188868608,0
2018-01-25,95,67.5903419505209,12.2891530819129
2018-01-26,96,55.301188868608,7.105427357601e-15
2018-01-27,97,67.5903419505209,12.2891530819129
2018-01-28,95,55.301188868608,0
2018-01-29,96,61.4457654095644,6.14457654095644
2018-01-30,96,61.4457654095644,6.14457654095644
2018-01-31,95,55.301188868608,0
2018-02-01,96,61.4457654095644,6.14457654095644
2018-02-02,95,67.5903419505209,12.2891530819129
2018-02-03,97,49.1566123276515,-6.14457654095644
2018-02-04,95,67.5903419505209,12.2891530819129
2018-02-05,96,61.4457654095644,6.14457654095644
2018-02-06,96,49.1566123276515,-6.14457654095644
2018-02-07,96,67.5903419505209,12.2891530819129
2018-02-08,96,61.4457654095644,6.14457654095644
2018-02-09,95,55.301188868608,0
2018-02-10,96,61.4457654095644,6.14457654095644
2018-02-11,95,61.4457654095644,6.14457654095644
2018-02-12,95,61.4457654095644,6.14457654095644
2018-02-13,97,61.4457654095644,6.14457654095644
2018-02-14,95,55.301188868608,7.105427357601e-15
2018-02-15,96,55.301188868608,0
2018-02-16,95,67.5903419505209,12.2891530819129
2018-02-17,97,61.4457654095644,6.14457654095644
2018-02-18,95,55.301188868608,0
2018-02-19,96,55.301188868608,7.105427357601e-15
2018-02-20,97,73.7349184914773,18.4337296228693
2018-02-21,94,55.301188868608,0
2018-02-22,96,55.301188868608,7.105427357601e-15
2018-02-23,95,61.4457654095644,6.14457654095644
2018-02-24,97,73.7349184914773,18.4337296228693
2018-02-25,96,49.1566123276515,-6.14457654095644
2018-02-26,95,61.4457654095644,6.14457654095644
2018-02-27,97,55.301188868608,7.105427357601e-15
2018-02-28,95,61.4457654095644,6.14457654095644
2018-03-01,96,67.5903419505209,12.2891530819129
2018-03-02,95,55.301188868608,7.105427357601e-15
2018-03-03,96,55.301188868608,0
2018-03-04,96,67.5903419505209,12.2891530819129
2018-03-05,95,61.4457654095644,6.14457654095644
2018-03-06,97,55.301188868608,0
2018-03-07,95,55.301188868608,7.105427357601e-15
2018-03-08,96,67.5903419505209,12.2891530819129
2018-03-09,96,61.4457654095644,6.14457654095644
2018-03-10,96,55.301188868608,7.105427357601e-15
2018-03-11,96,61.4457654095644,6.14457654095644
2018-03-12,95,61.4457654095644,6.14457654095644
2018-03-13,97,55.301188868608,7.105427357601e-15
2018-03-14,94,67.5903419505209,12.2891530819129
2018-03-15,96,49.1566123276515,-6.14457654095644
2018-03-16,96,67.5903419505209,12.2891530819129
2018-03-17,96,61.4457654095644,6.14457654095644
2018-03-18,96,55.301188868608,0
2018-03-19,95,61.4457654095644,6.14457654095644
2018-03-20,97,67.5903419505209,12.2891530819129
2018-03-21,96,55.301188868608,7.105427357601e-15
2018-03-22,95,55.301188868608,0
2018-03-23,96,67.5903419505209,12.2891530819129
2018-03-24,95,61.4457654095644,6.14457654095644
2018-03-25,96,55.301188868608,0
2018-03-26,95,55.301188868608,7.105427357601e-15
2018-03-27,97,67.5903419505209,12.2891530819129
2018-03-28,96,61.4457654095644,6.14457654095644
2018-03-29,95,55.301188868608,7.105427357601e-15
2018-03-30,95,61.4457654095644,6.14457654095644
2018-03-31,96,61.4457654095644,6.14457654095644
2018-04-01,96,61.4457654095644,6.14457654095644
2018-04-02,96,61.4457654095644,6.14457654095644
2018-04-03,95,49.1566123276515,-6.14457654095644
2018-04-04,96,61.4457654095644,6.14457654095644
2018-04-05,95,73.7349184914773,18.4337296228693
2018-04-06,96,49.1566123276515,-6.14457654095644
2018-04-07,96,61.4457654095644,6.14457654095644
2018-04-08,96,61.4457654095644,6.14457654095644
2018-04-09,96,61.4457654095644,6.14457654095644
2018-04-10,96,61.4457654095644,6.14457654095644
2018-04-11,96,55.301188868608,7.105427357601e-15
2018-04-12,95,55.301188868608,0
2018-04-13,96,67.5903419505209,12.2891530819129
2018-04-14,96,61.4457654095644,6.14457654095644
2018-04-15,95,55.301188868608,0
2018-04-16,96,61.4457654095644,6.14457654095644
2018-04-17,96,61.4457654095644,6.14457654095644
2018-04-18,96,67.5903419505209,12.2891530819129
2018-04-19,95,55.301188868608,0
2018-04-20,96,55.301188868608,7.105427357601e-15
2018-04-21,97,67.5903419505209,12.2891530819129
2018-04-22,95,55.301188868608,0
2018-04-23,96,61.4457654095644,6.14457654095644
2018-04-24,95,61.4457654095644,6.14457654095644
2018-04-25,96,55.301188868608,0
2018-04-26,96,61.4457654095644,6.14457654095644
2018-04-27,95,67.5903419505209,12.2891530819129
2018-04-28,97,49.1566123276515,-6.14457654095644
2018-04-29,95,67.5903419505209,12.2891530819129
2018-04-30,96,55.301188868608,7.105427357601e-15
2018-05-01,97,67.5903419505209,12.2891530819129
2018-05-02,96,55.301188868608,0
2018-05-03,97,55.301188868608,7.105427357601e-15
2018-05-04,95,67.5903419505209,12.2891530819129
2018-05-05,98,61.4457654095644,6.14457654095644
2018-05-06,95,55.301188868608,0
2018-05-07,97,61.4457654095644,6.14457654095644
2018-05-08,97,61.4457654095644,6.14457654095644
2018-05-09,96,61.4457654095644,6.14457654095644
2018-05-10,96,67.5903419505209,12.2891530819129
2018-05-11,96,49.1566123276515,-6.14457654095644
2018-05-12,97,67.5903419505209,12.2891530819129
2018-05-13,96,61.4457654095644,6.14457654095644
2018-05-14,96,61.4457654095644,6.14457654095644
2018-05-15,98,55.301188868608,0
2018-05-16,94,67.5903419505209,12.2891530819129
2018-05-17,97,55.301188868608,7.105427357601e-15
2018-05-18,95,61.4457654095644,6.14457654095644
2018-05-19,97,61.4457654095644,6.14457654095644
2018-05-20,97,61.4457654095644,6.14457654095644
2018-05-21,95,61.4457654095644,6.14457654095644
2018-05-22,98,55.301188868608,7.105427357601e-15
2018-05-23,95,67.5903419505209,12.2891530819129
2018-05-24,97,61.4457654095644,6.14457654095644
2018-05-25,96,55.301188868608,7.105427357601e-15
2018-05-26,97,61.4457654095644,6.14457654095644
2018-05-27,96,61.4457654095644,6.14457654095644
2018-05-28,96,67.5903419505209,12.2891530819129
2018-05-29,97,55.301188868608,0
