data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6691789,706,SOM30012,30012,"03 December 2019",2019,1,Protests,"Excessive force against protesters","Police Forces of Somalia (2017-)",,1,"Protesters (Somalia)",,6,16,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,"Bulo Burto",3.8519,45.5651,1,"Somali Memo",National,"03 December 2019. Hirshabelle administration police forces fired on protesters in Bulo Burto and killed one protester. [size=no report]",1,1576855210,SOM
6718997,706,SOM30003,30003,"02 December 2019",2019,1,Battles,"Government regains territory","Military Forces of Somalia (2017-)",,1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,Gedo,Baardheere,,Bardera,2.3385,42.2843,2,Goobjoob,National,"02 December 2019. Somali military forces have taken over Raydab and Daar Maalin (coded to Bardera at geoprecision 2), which was under the control of Al Shabaab militants. The military claimed to have killed 5 militants over the three days of the battle.",5,1578943815,SOM
7528744,706,SOM30008,30008,"02 December 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Police Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Mogadishu - Dharkenley",2.0095,45.25,1,"Undisclosed Source","Local partner-Other","02 December 2019. In Dharkenley, suspected Al Shabaab militants shot and injured Somali police officer, who was collecting tax.",0,1618571989,SOM
6691892,706,SOM30005,30005,"02 December 2019",2019,1,Battles,"Armed clash","Militia (Col. Caare)",,3,"Police Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,Sanaag,Ceerigaabo,,Ceerigaabo,10.6218,47.3681,1,"Undisclosed Source","Local partner-Other","02 December 2019. Suspected militia of Col. Caare attacked Ceerigaabo central police station. Fatalities unreported.",0,1576855211,SOM
7527780,706,SOM30007,30007,"02 December 2019",2019,1,"Violence against civilians",Attack,"Military Forces of Somalia (2017-)",,1,"Civilians (Somalia)","Labour Group (Somalia)",7,17,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Bondhere",2.0456,45.34,1,"Undisclosed Source","Local partner-Other","02 December 2019. In Bondhere, a Somali military soldier shot dead a tuktuk driver. The motive is reportedly related to extortion of money.",0,1618571989,SOM
6692309,706,SOM30006,30006,"02 December 2019",2019,1,Battles,"Armed clash","Unidentified Armed Group (Somalia)",,3,"Police Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,Sool,"Laas Caanood",,Laascaanood,8.4774,47.3597,1,"Undisclosed Source","Local partner-Other","02 December 2019. In Laascaanood, unknown armed people shot dead a Somali police officer. Motive unknown.",1,1576855212,SOM
6692317,706,SOM30004,30004,"02 December 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-) National Intelligence and Security Agency",,1,12,"Eastern Africa",Somalia,Gedo,"Belet Xaawo",,"Belet Xaawo",3.7807,41.8943,1,"Undisclosed Source","Local partner-Other","02 December 2019. In Belet Xaawo, Al Shabaab militants have clashed with Somali Intelligence officers, who escaped unhurt.",0,1576855212,SOM
7579732,706,SOM30001,30001,"01 December 2019",2019,1,"Violence against civilians",Attack,"Dir Clan Militia (Somalia)",,4,"Civilians (Somalia)","Hawadle Clan Group (Somalia)",7,47,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Ceelasha Biyaha",2.0823,45.2102,1,"Undisclosed Source","Local partner-Other","01 December 2019. Armed local militias from Dir clan shot and killed three civilians from the Hawadle clan in Ceelasha Biyaha.",3,1611613361,SOM
6692323,706,SOM30000,30000,"01 December 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Kenya (2013-)",,8,28,"Eastern Africa",Somalia,Gedo,Baardheere,,Bardera,2.3385,42.2843,2,"Undisclosed Source","Local partner-Other","01 December 2019. Somali military and Al Shabaab militants clashed at Darmaalin (coded to Bardera at geoprecision 2). Fatalities unreported.",0,1576855212,SOM
7529970,706,SOM30002,30002,"01 December 2019",2019,1,Battles,"Armed clash","Unidentified Armed Group (Somalia)",,3,"Military Forces of Somalia (2017-) National Intelligence and Security Agency",,1,13,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Mogadishu - Daynile",2.0581,45.3003,1,"Undisclosed Source","Local partner-Other","01 December 2019. Somali military forces reacted with gunfire after hand grenade was hurled at them in Daynile. No fatalities were reported.",0,1618571989,SOM
6692343,706,SOM29999,29999,"01 December 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Police Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Baraawe,,Baraawe,1.1132,44.0297,1,"Undisclosed Source","Local partner-Other","01 December 2019. In Baraawe, suspected Al Shabaab militants hurled a hand grenade against Somali police. The police reacted with gunfire. No fatalities reported.",0,1576855212,SOM
7527697,706,SOM29997,29997,"30 November 2019",2019,1,"Violence against civilians",Attack,"Military Forces of Somalia (2017-)","AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)",1,"Civilians (Somalia)",,7,17,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hawl Wadaag",2.048,45.32,1,"Undisclosed Source","Local partner-Other","30 November 2019. Somali military soldiers shot dead a civilian man in Hawl wadaag. Reason unknown.",0,1618571988,SOM
7534444,706,SOM29994,29994,"30 November 2019",2019,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Military Forces of Somalia (2017-)",,1,11,"Eastern Africa",Somalia,Banadir,Banadir,,Mogadishu,2.0414,45.3337,1,Twitter,"New media","On 30 November 2019. In Mogadishu, a senior Somali military general, was shot dead by another military junior officer over alleged 'land dispute.'",1,1618571988,SOM
6693017,706,SOM29991,29991,"30 November 2019",2019,1,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Somalia)","AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)",3,"Al Shabaab",,2,23,"Eastern Africa",Somalia,Gedo,Baardheere,,Bardera,2.3385,42.2843,1,"Somali Memo",National,"On 30 November 2019. Al Shabaab has accused a militia loyal to the AMISOM Ethiopian contingent of robbing its livestock in Bardera.",0,1576855215,SOM
6692794,706,SOM29992,29992,"30 November 2019",2019,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,Gedo,Baardheere,,Bardera,2.3385,42.2843,1,Xinhua,International,"On 30 November 2019. Somali military forces claimed to have killed six Al Shabaab militants in Bardera.",6,1576855214,SOM
6693089,706,SOM29995,29995,"30 November 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Kenya (2013-)",,8,28,"Eastern Africa",Somalia,"Lower Juba",Afmadow,,Qoqani,0.2906,41.7128,1,Twitter,"New media","On 30 November 2019. In Qoqani, Al Shabaab militants attacked the base of the Kenyan military. There are no reports about fatalities.",0,1576855215,SOM
6693101,706,SOM29998,29998,"30 November 2019",2019,1,"Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)","Labour Group (Somalia)",7,27,"Eastern Africa",Somalia,Bay,Baydhaba,,Walaq,3.4952,43.2258,1,"Undisclosed Source","Local partner-Other","30 November 2019. Al Shabaab militants injured some owners of donkey (and killed five donkeys) and burnt the charcoal transported by the donkey carts at Walaq.",0,1576855215,SOM
7713019,706,SOM29993,29993,"30 November 2019",2019,1,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2017-2021)",,8,"Al Shabaab",,2,28,"Eastern Africa",Somalia,"Middle Juba",Jilib,,Jilib,0.4833,42.7666,1,"Shabelle Media Network",National,"On 30 November 2019. In the outskirts of Jilib suspected United States Air Force conducted an air strike against Al Shabaab militants targeting a facility. No fatalities reported.",0,1614039930,SOM
6693122,706,SOM29996,29996,"29 November 2019",2019,1,Battles,"Armed clash","Omar Mahmud Clan Militia (Somalia)",,4,"Saad Clan Militia (Somalia)",,4,44,"Eastern Africa",Somalia,Sanaag,Laasqoray,,"Bali Busle",10.0489,48.8924,2,"Undisclosed Source","Local partner-Other","29 November 2019. Two groups of militias from Omar Mohamud and Sa'ad clan exchanged gunfire at Laaso-Dhaadheer (coded to Bali Busle at geoprecision 2). Five injured.",0,1576855215,SOM
6693123,706,SOM29987,29987,"29 November 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,Gedo,Baardheere,,Bardera,2.3385,42.2843,1,"Undisclosed Source","Local partner-Other","On 29 November 2019. In Bardera, Somali military forces have been attacked by Al Shabaab militants. Fatalities have not been reported.",0,1576855215,SOM
7529881,706,SOM29990,29990,"29 November 2019",2019,1,Battles,"Armed clash","Unidentified Armed Group (Somalia)",,3,"Military Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Wardhigley",2.0549,45.33,1,"Undisclosed Source","Local partner-Other","On 29 November 2019. In Wardhigley, suspected Al Shabaab elements hurled a hand grenade on a house of a Somali military official. The guards of the official responded with gun fire. No fatalities were reported.",0,1618571987,SOM
7528877,706,SOM29989,29989,"29 November 2019",2019,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Military Forces of Somalia (2017-)",,1,11,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Mogadishu - Daynile",2.0581,45.3003,1,"Undisclosed Source","Local partner-Other","On 29 November 2019. In Daynile, two groups of the Somali military have clashed. Fatalities unknown.",0,1618571987,SOM
7713011,706,SOM29988,29988,"29 November 2019",2019,1,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2017-2021)",,8,"Al Shabaab",,2,28,"Eastern Africa",Somalia,"Middle Juba",Jilib,,Jilib,0.4833,42.7666,1,"Shabelle Media Network",National,"On 29 November 2019. In the outskirts of Jilib suspected United States Air Force conducted an air strike against Al Shabaab militants. Deaths and property destructions reported. Unknown fatalities coded as 10.",10,1614039930,SOM
6693931,706,SOM29985,29985,"28 November 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)",,8,28,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,Halgan,4.2117,45.5625,1,"Somali Memo",National,"On 28 November 2019. In Halgan, Al Shabaab militants clashed with AMISOM Ethiopian contingent forces. The fatalities or injuries are not yet reported.",0,1576855218,SOM
7528149,706,SOM29986,29986,"28 November 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Mogadishu - Daynile",2.0581,45.3003,1,"Undisclosed Source","Local partner-Other","On 28 November 2019. Al Shabaab militants shot dead a Somali military soldier and took his weapons in Daynile.",1,1618571986,SOM
6693627,706,SOM29984,29984,"28 November 2019",2019,1,"Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)","Military Forces of Somalia (2017-)",7,27,"Eastern Africa",Somalia,Bay,"Buur Hakaba",,"Buur Xakaba",2.8049,44.0821,2,"Undisclosed Source","Local partner-Other","On 28 November 2019. Near Xawal-Alundi (coded to Buur Xakaba at geoprecision 2), Al Shabaab militants have kidnapped and hacked a civilian to death. He was reportedly associated with Somali military forces.",1,1576855217,SOM
6694202,706,SOM29978,29978,"27 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Somalia)",,6,,,0,60,"Eastern Africa",Somalia,Nugaal,Garoowe,,Garowe,8.4064,48.4819,1,"Radio Gaalkacyo",National,"On 27 November 2019. Clan leaders in Garowe held a peaceful protest against the administration accusing the authorities in Garowe of failing to abide by the agreement between clans which founded Puntland in 1998. [size=no report].",0,1576855219,SOM
6694009,706,SOM29982,29982,"27 November 2019",2019,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Military Forces of Somalia (2017-)",,1,11,"Eastern Africa",Somalia,"Middle Shabelle",Jowhar,,Mahadaay,2.9704,45.5347,1,"Undisclosed Source","Local partner-Other","On 27 November 2019. Due to an internal dispute between two parties of the Somali military, a commander escaped a killing attempt from the gunshots of another soldier in Mahadaay.",0,1576855218,SOM
6694018,706,SOM29976,29976,"27 November 2019",2019,1,Battles,"Armed clash","Dhulbahante Clan Militia (Somalia)",,4,"Dhulbahante Clan Militia (Somalia)",,4,44,"Eastern Africa",Somalia,Sanaag,Ceerigaabo,,Ceerigaabo,10.6218,47.3681,1,"Undisclosed Source","Local partner-Other","On 27 November 2019. In Ceerigaabo, two clan militia of the Dhulbahante clan militia fought. It resulted in the death of at least three people.",3,1576855218,SOM
7799428,706,SOM29977,29977,"27 November 2019",2019,1,Battles,"Armed clash","Unidentified Armed Group (Somalia)",,3,"Military Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,"Lower Juba",Kismaayo,,Kismayo,-0.3603,42.5463,1,"Undisclosed Source","Local partner-Other","On 27 November 2019. In Farjano, unidentified armed people with military outfits shot dead a government soldier. Motive unknown.",1,1617662605,SOM
6694024,706,SOM29983,29983,"27 November 2019",2019,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Military Forces of Somalia (2017-)",,1,11,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Warshiikh,2.2983,45.798,1,"Undisclosed Source","Local partner-Other","On 27 November 2019. In Warshiikh, two groups of Somali military forces fought each other. The cause is unknown. Fatalities unreported.",0,1576855218,SOM
6694026,706,SOM29979,29979,"27 November 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Golweyn,1.6584,44.58,1,"Undisclosed Source","Local partner-Other","On 27 November 2019. In Golweyn, Al Shabaab militants have clashed with Somali military forces after they first attacked them using hand grenade.",0,1576855218,SOM
6694029,706,SOM29975,29975,"27 November 2019",2019,1,"Explosions/Remote violence",Grenade,"Al Shabaab",,2,"Police Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,Bay,Baydhaba,,Baidoa,3.1172,43.6469,1,"Undisclosed Source","Local partner-Other","On 27 November 2019. Al Shabaab militants hurled a hand grenade at the Southwest police force in Baidoa. No fatalities reported.",0,1576855218,SOM
7799229,706,SOM29981,29981,"27 November 2019",2019,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Military Forces of Somalia (2017-)",,1,11,"Eastern Africa",Somalia,"Lower Juba",Kismaayo,,Kismayo,-0.3603,42.5463,1,"Undisclosed Source","Local partner-Other","On 27 November 2019. In Kismayo, a Somali military soldier shot dead another soldier, who hailed from the same clan group as the attacker. Motive unknown.",1,1617662604,SOM
6694356,706,SOM29980,29980,"27 November 2019",2019,1,"Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)",,7,27,"Eastern Africa",Somalia,"Lower Juba",Afmadow,,Jaldesa,0.3859,41.6181,1,"Undisclosed Source","Local partner-Other","On 27 November 2019. Suspected Al Shabaab militants ambushed a civilian vehicle for allegedly transporting Khat/Mira in the Jaldesa grazing area. The militants had banned the Khat stimulant. No fatalities reported.",0,1576855219,SOM
7530304,706,SOM29974,29974,"26 November 2019",2019,1,"Explosions/Remote violence",Grenade,"Unidentified Armed Group (Somalia)",,3,"Military Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hawl Wadaag",2.048,45.32,1,"Undisclosed Source","Local partner-Other","On 26 November 2019. An unidentified person hurled a hand grenade towards Somali military forces position in Hawlwadaag. It landed in an empty land. No fatalities reported.",0,1618571986,SOM
6694365,706,SOM29972,29972,"26 November 2019",2019,1,"Violence against civilians",Attack,"AMISOM: African Union Mission in Somalia (2007-)",,8,"Civilians (Somalia)","Al Shabaab",7,78,"Eastern Africa",Somalia,"Middle Shabelle",Cadale,,Cadale,2.7603,46.3222,1,"Undisclosed Source","Local partner-Other","On 26 November 2019. In Cadale, AMISOM forces have shot dead a civilian driver, whom they suspected as an Al Shabaab militant, for refusing to stop his car, when ordered.",1,1576855219,SOM
6694382,706,SOM29971,29971,"26 November 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Baraawe,,Baraawe,1.1132,44.0297,1,"Undisclosed Source","Local partner-Other","On 26 November 2019. In Baraawe, Al Shabaab militants attacked Somali military forces base. No fatalities were reported.",0,1576855219,SOM
6694388,706,SOM29973,29973,"26 November 2019",2019,1,"Violence against civilians",Attack,"Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)","Pastoralists (Somalia); Dir Clan Group (Somalia)",7,37,"Eastern Africa",Somalia,Mudug,Jariiban,,Jariiban,7.2135,48.851,1,"Undisclosed Source","Local partner-Other","On 26 November 2019. In Jariiban, due to a clan revenge, armed people shot and killed two pastoralists from the Dir clan group.",2,1576855219,SOM
7530337,706,SOM29968,29968,"25 November 2019",2019,1,"Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)",,7,27,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Mogadishu - Daynile",2.0581,45.3003,1,"Undisclosed Source","Local partner-Other","On 25 November 2019. In Daynile, a civilian was shot dead by suspected Al Shabaab militants. Motive unknown.",0,1618571986,SOM
7532158,706,SOM29967,29967,"25 November 2019",2019,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Police Forces of Somalia (2017-)",,1,11,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Mogadishu - Daynile",2.0581,45.3003,1,"Undisclosed Source","Local partner-Other","On 25 November 2019. Somali police forces clashed with the Somali military in Daynile during an operation. The motive of the clash or the fatalities are unknown.",0,1618571986,SOM
7530397,706,SOM29969,29969,"25 November 2019",2019,1,Battles,"Armed clash","Unidentified Armed Group (Somalia)",,3,"Military Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Yaqshid",2.0678,45.35,1,"Undisclosed Source","Local partner-Other","On 25 November 2019. In Yaqshid unknown gunmen travelling on a motorbike, shot and seriously injured a Somali military soldier.",0,1618571986,SOM
6694821,706,SOM29970,29970,"25 November 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Qoryooley,,Qoryooley,1.7878,44.53,1,"Undisclosed Source","Local partner-Other","On 25 November 2019. In Qoryooley, Somali military forces were ambushed by Al Shabaab militants. No fatalities reported.",0,1576855221,SOM
6694825,706,SOM29966,29966,"25 November 2019",2019,1,Battles,"Armed clash","Warsangeli Clan Militia (Somalia)",,4,"Al Shabaab",,2,24,"Eastern Africa",Somalia,Sanaag,Laasqoray,,Laasqoray,11.1603,48.1949,1,"Undisclosed Source","Local partner-Other","On 25 November 2019. In Laasqoray, Warsangeli militia clashed with Al Shabaab militants after they told the militants to leave the area and stop excavation of diamond. No fatalities reported.",0,1576855221,SOM
6694827,706,SOM29964,29964,"25 November 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,Hiraan,"Belet Weyne",,"Belet Weyne",4.736,45.2043,1,"Undisclosed Source","Local partner-Other","On 25 November 2019. Somali military forces clashed with Al Shabaab militants in Belet weyne. Fatalities or injuries were not reported.",0,1576855221,SOM
6694833,706,SOM29965,29965,"25 November 2019",2019,1,Battles,"Armed clash","Macaswiley Militia",,3,"Al Shabaab",,2,23,"Eastern Africa",Somalia,Galgaduud,Dhuusamarreeb,,Dhuusamarreeb,5.5376,46.3867,1,"Undisclosed Source","Local partner-Other","On 25 November 2019. The Macaswiley militia attacked Al Shabaab in Dhuusamarreeb. Both sides fought each other but the fatalities or injuries are not known.",0,1576855221,SOM
6695098,706,SOM29963,29963,"25 November 2019",2019,1,Battles,"Armed clash","Military Forces of Somalia (2017-) Puntland Security Force",,1,"Islamic State (Somalia)",,2,12,"Eastern Africa",Somalia,Bari,Bossaso,,"Al Madow",11.1632,49.0395,1,"Radio Gaalkacyo",National,"On 25 November 2019. In Al Madow, Puntaland security forces claimed to have killed 5 Islamic State militants.",5,1576855222,SOM
6695752,706,SOM29960,29960,"24 November 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Marka,1.7131,44.7639,2,"Undisclosed Source","Local partner-Other","On 24 November 2019. In Ceel Salini, (coded to Marka at geoprecision 2), Al Shabaab militants clashed with Somali military forces. Fatalities and injuries unreported.",0,1576855224,SOM
7531115,706,SOM29962,29962,"24 November 2019",2019,1,"Violence against civilians",Attack,"Police Forces of Somalia (2017-)",,1,"Civilians (Somalia)","Labour Group (Somalia)",7,17,"Eastern Africa",Somalia,Banadir,Hodan,,"Mogadishu - Hodan",2.0333,45.35,1,"Undisclosed Source","Local partner-Other","On 24 November 2019. In Hodan, a Somali police officer shot dead a rickshaw driver after a dispute over taxation.",1,1611019345,SOM
6695338,706,SOM29958,29958,"24 November 2019",2019,1,"Violence against civilians",Attack,"Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)","Teachers (Somalia)",7,37,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Afgooye,2.15,45.116,1,"Undisclosed Source","Local partner-Other","On 24 November 2019. A school teacher was shot and killed in Afgooye by unknown armed people. Motive unknown.",1,1576855222,SOM
6695365,706,SOM29961,29961,"24 November 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Marka,1.7131,44.7639,1,"Undisclosed Source","Local partner-Other","On 24 November 2019. A Somali military soldier was killed by Al Shabaab militants in Marka. Al Shabaab took responsibility.",1,1576855222,SOM
6695385,706,SOM29959,29959,"24 November 2019",2019,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Military Forces of Somalia (2017-)",,1,11,"Eastern Africa",Somalia,Sanaag,Ceerigaabo,,Ceerigaabo,10.6218,47.3681,1,"Undisclosed Source","Local partner-Other","On 24 November 2019. In Ceerigaabo, two Somali military soldiers were killed when two groups of the force clashed each other. Reason unknown.",2,1576855222,SOM
7529475,706,SOM29956,29956,"23 November 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Military Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Mogadishu - Dharkenley",2.0095,45.25,1,"Undisclosed Source","Local partner-Other","On 23 November 2019. In Dharkenley, an IED targeted Somali security forces on foot patrol. No fatalities reported.",0,1618571985,SOM
7528983,706,SOM29957,29957,"23 November 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hamar Weyne",2.0337,45.34,1,"Undisclosed Source","Local partner-Other","On 23 November 2019. Somali military forces were targeted by an IED in Hamar weyne. Al Shabaab took responsibility. No fatalities reported.",0,1618571985,SOM
7163428,706,SOM29949,29949,"23 November 2019",2019,1,"Explosions/Remote violence","Suicide bomb","Al Shabaab",,2,"Military Forces of Somalia (2017-)","AMISOM: African Union Mission in Somalia (2007-)",1,12,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Awdheegle,1.9833,44.8333,1,"Al Furqaan",National,"On 23 November 2019, a suicide attack by Al Shabaab militants killed 10 Somali military forces and AMISOM forces in Awdheegle village (Afgooye, Lower Shabelle). 11 people were killed including the suicide attacker.",11,1595270721,SOM
7797711,706,SOM29955,29955,"23 November 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Police Forces of Somalia (2017-) Jubaland Security Force",,1,12,"Eastern Africa",Somalia,"Lower Juba",Kismaayo,,Kismayo,-0.3603,42.5463,1,Calamada,National,"On 23 November 2019. In Kismayo, soldiers of the Jubaland security forces were killed by an explosive. Unknown fatalities coded as 10.",10,1617662601,SOM
7527649,706,SOM29950,29950,"23 November 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)",,7,37,"Eastern Africa",Somalia,Banadir,Banadir,,Mogadishu,2.0414,45.3337,1,Twitter,"New media","On 23 November 2019. A car bomb exploded in Mogadishu city. Several civilians were injured. No group took responsibility for the attack.",0,1618571984,SOM
7527660,706,SOM29951,29951,"23 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Somalia)","Labour Group (Somalia)",6,,,0,60,"Eastern Africa",Somalia,Banadir,Banadir,,Mogadishu,2.0414,45.3337,1,Twitter,"New media","On 23 November 2019. Public bus drivers protested in Mogadishu. They protested recent tax increases by the Banadir Regional Administration and closure of the city's main roads. [size=no report].",0,1618571985,SOM
7525667,706,SOM29948,29948,"22 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Somalia)",,6,,,0,60,"Eastern Africa",Somalia,Banadir,Banadir,,Mogadishu,2.0414,45.3337,1,"Radio Dalsan",National,"On 22 November 2019. A peaceful protest was held in Mogadishu against visiting prominent Kenya-based cleric Sheikh Umal, whom Somali Sufi leaders accuse of being 'extremist.' After the protest, the Somali government called off the public lecture organised by the cleric. [size=no report].",0,1618571984,SOM
6696518,706,SOM29952,29952,"22 November 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Military Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Awdheegle,1.9833,44.8333,1,"Undisclosed Source","Local partner-Other","On 22 November 2019. In Awdheegle, unknown people detonated an IED at a tea shop frequented by Somali military soldiers. Some soldiers killed, civilians injured. Unknown fatalities coded as 10.",10,1576855226,SOM
6696393,706,SOM29947,29947,"22 November 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)",,8,28,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,Halgan,4.2117,45.5625,1,"Somali Memo",National,"On 22 November 2019. Several Ethiopian soldiers of the AMISOM contingent were reported killed when Al Shabaab militants attacked their base in Halgan. Unknown number of fatalities coded as 10.",10,1576855226,SOM
6696152,706,SOM29954,29954,"22 November 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Military Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Marka,1.7131,44.7639,1,"Undisclosed Source","Local partner-Other","On 22 November 2019. A RCIED explosion in Marka by unknown people targeted Somali military forces. Fatalities unreported.",0,1576855225,SOM
6696191,706,SOM29953,29953,"22 November 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Baraawe,,Baraawe,1.1132,44.0297,1,"Undisclosed Source","Local partner-Other","On 22 November 2019. In Baraawe, Al Shabaab militants attacked Somali military forces. Both sides exchanged gun fire. No fatalities reported.",0,1576855225,SOM
7799309,706,SOM29942,29942,"21 November 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,,,0,30,"Eastern Africa",Somalia,"Lower Juba",Kismaayo,,Kismayo,-0.3603,42.5463,1,"Undisclosed Source","Local partner-Other","On 21 November 2019. An IED planted within a garbage in Kismayo exploded and damaged a house nearby. No fatalities or injuries reported.",0,1617662605,SOM
