data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7918374,706,SOM33687,33687,"22 April 2021",2021,1,"Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)","Government of Somalia (2017-)",7,27,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Karan",2.0652,45.39,1,"Somali Memo",National,"On 22 April 2021, suspected Al Shabaab militants shot and killed a Warshiikh district officer in Mogadishu - Karan district (Banadir).",1,1619476353,SOM
7918375,706,SOM33686,33686,"22 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,Banadir,Hodan,,"Mogadishu - Hodan",2.0333,45.35,1,"Somali Memo",National,"On 22 April 2021, suspected Al Shabaab militants shot and killed a government soldier (Gorgor) on foot patrol at Haantadheer village in Mogadishu - Hodan district (Hodan, Banadir).",1,1619476353,SOM
7918477,706,SOM33684,33684,"22 April 2021",2021,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Police Forces of Somalia (2017-)",,1,11,"Eastern Africa",Somalia,Bay,Baydhaba,,Baidoa,3.1172,43.6469,1,"Undisclosed Source","Local partner-Other","On 22 April 2021, government security forces (SNA) clashed with local police forces (SWSPF) at a food distribution site near Hanaano village in Baidoa town (Baydhaba, Bay). The SNA soldiers attempted to forcefully breach the security of the food distribution site. No fatalities and/or injuries reported.",0,1619476353,SOM
7918512,706,SOM33688,33688,"22 April 2021",2021,1,"Violence against civilians",Attack,"Military Forces of Somalia (2017-) National Intelligence and Security Agency",,1,"Civilians (Somalia)","Labour Group (Somalia)",7,17,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Waaberi",2.0195,45.31,1,"Undisclosed Source","Local partner-Other","On 22 April 2021, government security forces (NISA) attacked workers at the immigration department in Aden Adde international airport in Mogadishu - Waaberi district (Banadir). The motive of the attack is unknown. No fatalities and/or injuries reported.",0,1619476354,SOM
7918532,706,SOM33685,33685,"22 April 2021",2021,1,"Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)","Health Workers (Somalia)",7,27,"Eastern Africa",Somalia,Banadir,Banadir,,Mogadishu,2.0414,45.3337,1,VOA,International,"On 22 April 2021, suspected Al Shabaab militants shot and killed a senior doctor in Aiynushams hotel near Al-baraka village in Mogadishu city (Banadir).",1,1619476354,SOM
7917932,706,SOM33683,33683,"21 April 2021",2021,1,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2021-)","Military Forces of Somalia (2017-)",8,"Al Shabaab",,2,28,"Eastern Africa",Somalia,"Lower Shabelle",Qoryooley,,Ugunji,1.8734,44.7208,1,Caasimada,National,"On 21 April 2021, US forces in coordination with government security forces (SNA) conducted an airstrike targeting an Al Shabaab checkpoint at Ugunji village (Qoryooley, Lower Shabelle). Two militants were killed.",2,1619476352,SOM
7917933,706,SOM33679,33679,"21 April 2021",2021,1,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2021-)","Military Forces of Somalia (2017-)",8,"Al Shabaab",,2,28,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Janaale,1.8,44.7,2,Caasimada,National,"On 21 April 2021, US forces in coordination with government security forces (SNA) conducted an airstrike targeting an Al Shabaab militants checkpoint in Tawakal village near Janaale town (Marka, Lower Shabelle). One militant was killed.",1,1619476352,SOM
7918466,706,SOM33680,33680,"21 April 2021",2021,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Al Shabaab",,2,"Civilians (Somalia)","Students (Somalia); Refugees/IDPs (Somalia); Government of Somalia (2017-)",7,27,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Bondhere",2.0456,45.34,1,"Undisclosed Source","Local partner-Other","On 21 April 2021, Al Shabaab militants fired approximately five mortar shells, targeting Villa Somalia, with one mortar landing inside an IDP settlement near Godka Jilacow prison neighborhoods in Mogadishu - Bondhere district (Banadir). Three students were killed and injuring six others injured.",3,1619476353,SOM
7918476,706,SOM33682,33682,"21 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Yaqshid",2.0678,45.35,1,"Undisclosed Source","Local partner-Other","On 21 April 2021, Al Shabaab militants threw a hand grenade at the district commissioner's office in Mogadishu - Yaqshid district (Banadir). The security forces reacted with gunfire after the explosion. No fatalities and/or injuries reported.",0,1619476353,SOM
7918516,706,SOM33681,33681,"21 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Mogadishu - Daynile",2.0581,45.3003,1,"Undisclosed Source","Local partner-Other","On 21 April 2021, Al Shabaab militants carried out a hit and run attack against government security forces (SNA) at a checkpoint in the Tiida neighborhood in Mogadishu - Daynile district (Afgooye, Lower Shabelle). No fatalities and/or injuries reported.",0,1619476354,SOM
7918449,706,SOM33673,33673,"20 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Baraawe,,Baraawe,1.1132,44.0297,2,"Undisclosed Source","Local partner-Other","On 20 April 2021, Al Shabaab militants attacked government security forces (SNA) in Buulo-Colow village near Baraawe town (Baraawe, Lower Shabelle). At least one SNA soldier was injured.",0,1619476353,SOM
7918454,706,SOM33676,33676,"20 April 2021",2021,1,"Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)","Government of Somalia (2017-)",7,27,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Dhagahtur,2.1436,45.1165,2,"Undisclosed Source","Local partner-Other","On 20 April 2021, Al Shabaab militants shot and killed a senior member of the Afgooye administration in the vicinity of Dhagahtur village (Afgooye, Lower Shabelle).",1,1619476353,SOM
7918481,706,SOM33674,33674,"20 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,Hiraan,"Belet Weyne",,"Belet Weyne",4.736,45.2043,1,"Undisclosed Source","Local partner-Other","On 20 April 2021, suspected Al Shabaab militants attacked a government soldier (SNA) in the Bacaadaha neighborhood of Heegan section in Hawlwadaag village in Belet Weyne town (Belet Weyne, Hiraan). No fatalities and/or injuries reported.",0,1619476353,SOM
7918501,706,SOM33677,33677,"20 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,Bakool,Xudur,,Hudur,4.1237,43.8915,1,"Undisclosed Source","Local partner-Other","On 20 April 2021, Al Shabaab militants carried out a probing attack against government security forces (SNA) in Hudur town (Xudur, Bakool). A child was injured by a stray bullet from the AS.",0,1619476353,SOM
7918502,706,SOM33675,33675,"20 April 2021",2021,1,Riots,"Violent demonstration","Rioters (Somalia)","Women (Somalia)",5,"Police Forces of Somaliland (2010-)",,1,15,"Eastern Africa",Somalia,Togdheer,Burco,,Burco,9.745,45.634,1,"Undisclosed Source","Local partner-Other","On 20 April 2021, residents, mainly women and children, staged a demonstration after the Somaliland military court sentenced a senior military colonel to two years imprisonment in Burco town (Burco, Togdheer). He was accused of the SLA strike in February 2021 and of leaking military information to government of Somalia. The demonstrators burned tires on the streets, the police dispersed the demonstrators. [size=no report]",0,1619476353,SOM
7918535,706,SOM33678,33678,"20 April 2021",2021,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Civilians (Somalia)","Government of Somalia (2017-)",7,27,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Yaqshid",2.0678,45.35,1,VOA,International,"On 20 April 2021, an IED by Al Shabaab militants detonated, targeting the Dayniile deputy district commissioner's convoy at the Darussalam neighborhood in Mogadishu - Yaqshid (Banadir). The commissioner was killed and at least three escorting soldiers were injured.",1,1619476354,SOM
7918442,706,SOM33671,33671,"19 April 2021",2021,1,Protests,"Peaceful protest","Protesters (Somalia)",,6,,,0,60,"Eastern Africa",Somalia,Banadir,Hodan,,"Mogadishu - Hodan",2.0333,45.35,1,"Undisclosed Source","Local partner-Other","On 19 April 2021, over a hundred people protested against the term extension by the federal government at Shirkoole village neighborhood in Mogadishu - Hodan district (Hodan, Banadir), and demanded an election. [size=over a hundred]",0,1619476353,SOM
7917935,706,SOM33670,33670,"19 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"Police Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hawl Wadaag",2.048,45.32,1,Calamada,National,"On 19 April 2021, Al Shabaab militants shot and killed a municipal police officer who was collecting taxi revenue in the vicinity of Bakaro junction road market in Mogadishu - Hawl Wadaag district (Banadir).",1,1619476352,SOM
7918483,706,SOM33669,33669,"19 April 2021",2021,1,Battles,"Armed clash","Unidentified Armed Group (Somalia)",,3,"Military Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Mogadishu - Dharkenley",2.0095,45.25,1,"Undisclosed Source","Local partner-Other","On 19 April 2021, suspected Al Shabaab militants threw a hand grenade at government soldiers (NISA) on foot patrol at the Foorilow village neighborhood in Mogadishu - Dharkenley (Afgooye, Lower Shabelle). One soldier was killed.",1,1619476353,SOM
7918513,706,SOM33672,33672,"19 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"Police Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Mukaiga,2.1517,45.0686,1,"Undisclosed Source","Local partner-Other","On 19 April 2021, Al Shabaab militants attacked government police forces at a checkpoint at Mukaiga village (Afgooye, Lower Shabelle). No fatalities and/or injuries reported.",0,1619476354,SOM
7918290,706,SOM33668,33668,"19 April 2021",2021,1,Battles,"Armed clash","Military Forces of Somalia (2017-)","AMISOM: African Union Mission in Somalia (2007-) (Burundi)",1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,"Ceel Geelow",2.5159,45.3622,2,"Radio Dalsan",National,"On 19 April 2021, government security forces (SNA) and AMISOM BNDF in an operation clashed with Al Shabaab militants on the road between Balcad and Qalimoow villages, near Ceel Geelow village (Balcad, Middle Shabelle). A senior militant was killed and several of his bodyguards injured.",1,1619476353,SOM
7918357,706,SOM33665,33665,"18 April 2021",2021,1,"Explosions/Remote violence",Grenade,"Unidentified Armed Group (Somalia)",,3,"Police Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,"Middle Shabelle",Jowhar,,Jowhar,2.7797,45.5042,1,"Shabelle Media Network",National,"On 18 April 2021, unidentified gunmen threw a hand grenade at a government police checkpoint at Sinaay junction in Jowhar town (Jowhar, Middle Shabelle). No fatalities and/or injuries reported.",0,1619476353,SOM
7917931,706,SOM33667,33667,"18 April 2021",2021,1,"Violence against civilians",Attack,"Military Forces of Somalia (2017-)",,1,"Civilians (Somalia)","Former Military Forces of Somalia (2017-)",7,17,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Karan",2.0652,45.39,1,Caasimada,National,"On 18 April 2021, government security forces (Dufaan unit) attacked the vehicle of the former NISA chief at the Marina junction road neighborhood in Mogadishu - Karan district (Banadir). No fatalities and/or injuries reported.",0,1619476352,SOM
7918468,706,SOM33666,33666,"18 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Heliwa",2.0844,45.39,1,"Undisclosed Source","Local partner-Other","On 18 April 2021, Al Shabaab militants threw a hand grenade at government soldiers on foot patrol at the Livestock market neighborhood in Mogadishu - Heliwa district (Banadir). The security forces reacted with gun fire after the explosion. No fatalities and/or injuries reported.",0,1619476353,SOM
7918482,706,SOM33662,33662,"18 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)","AMISOM: African Union Mission in Somalia (2007-) (Uganda)",1,12,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Danow,1.7317,44.6253,1,"Undisclosed Source","Local partner-Other","On 18 April 2021, Al Shabaab militants carried out an attack against government security forces (SNA) and an AMISOM UPDF troops forward operation base in Danow village (Marka, Lower Shabelle). No fatalities and/or injuries reported.",0,1619476353,SOM
7918492,706,SOM33664,33664,"18 April 2021",2021,1,"Strategic developments","Looting/property destruction","Al Shabaab",,2,"Civilians (Somalia)",,7,27,"Eastern Africa",Somalia,"Middle Shabelle",Jowhar,,Jowhar,2.7797,45.5042,2,"Undisclosed Source","Local partner-Other","Property destruction: On 18 April 2021, Al Shabaab militants attacked and burned down Geed-cadow village near Jowhar town (Jowhar, Middle Shabelle). The militants accused the villagers of aiding and supporting the activities of Macawisley militia. No fatalities and/or injuries reported.",0,1619476353,SOM
7918496,706,SOM33659,33659,"18 April 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Al Shabaab",,2,"Civilians (Somalia)","Labour Group (Somalia)",7,27,"Eastern Africa",Somalia,Bakool,Xudur,,Baano,3.9963,43.9573,2,"Undisclosed Source","Local partner-Other","On 18 April 2021, Al Shabaab militants captured the owner of a donkey cart and burned six donkey carts transporting commercial goods near Baano village (Xudur, Bakool). The other cart owners managed to escape. Al Shabaab banned transportation of commercials good to Hudur and Diinsoor town.",0,1619476353,SOM
7918292,706,SOM33661,33661,"18 April 2021",2021,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,Hiraan,"Belet Weyne",,"Caloola Cad",4.6609,45.2127,2,"Radio Kulmiye",National,"On 18 April 2021, government security forces (SNA) in an operation clashed with Al Shabaab militants at a checkpoint between Jaambeyrow village and Caloola Cad village (Belet Weyne, Hiraan). No fatalities and/or injuries reported.",0,1619476353,SOM
7918293,706,SOM33660,33660,"18 April 2021",2021,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,Hiraan,"Belet Weyne",,Baar,4.4365,45.1932,2,"Radio Kulmiye",National,"On 18 April 2021, government security forces (SNA) in an operation clashed with Al Shabaab militants at a checkpoint near Baar village (Belet Weyne, Hiraan). No fatalities and/or injuries reported.",0,1619476353,SOM
7918295,706,SOM33663,33663,"18 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)","AMISOM: African Union Mission in Somalia (2007-) (Burundi)",1,12,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Gololey,2.4492,45.3542,2,"Radio Kulmiye",National,"On 18 April 2021, Al Shabaab militants ambushed government security forces (SNA) and AMISOM BNDF troops in an operation in Sayga forest between Ceel Geelow village and Gololey village (Balcad, Middle Shabelle). Two militants were killed, one captured and two suspects arrested in the incident.",2,1619476353,SOM
7917934,706,SOM33657,33657,"17 April 2021",2021,1,"Explosions/Remote violence",Grenade,"Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle","Wanla Weyn",,Muuri,2.6133,44.8888,1,Calamada,National,"On 17 April 2021, Al Shabaab militants threw a hand grenade at a government security forces (SNA) checkpoint in Muuri village (Wanla Weyn, Lower Shabelle). At least two soldiers were killed, two others were injured by the blast.",2,1619476352,SOM
7918464,706,SOM33658,33658,"17 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Qoryooley,,Qoryooley,1.7878,44.53,2,"Undisclosed Source","Local partner-Other","On 17 April 2021, Al Shabaab militants launched an attack against government security forces (SNA) at a checkpoint near Qoryooley town (Qoryooley, Lower Shabelle). No fatalities and/or injuries reported.",0,1619476353,SOM
7918508,706,SOM33654,33654,"17 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Awdheegle,1.9833,44.8333,2,"Undisclosed Source","Local partner-Other","On 17 April 2021, Al Shabaab militants launched an attack against government security forces (SNA) at a checkpoint near Awdheegle village (Afgooye, Lower Shabelle). No fatalities and/or injuries reported.",0,1619476353,SOM
7918288,706,SOM33656,33656,"17 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-) National Intelligence and Security Agency",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Mogadishu - Dharkenley",2.0095,45.25,1,"Radio Dalsan",National,"On 17 April 2021, Al Shabaab militants shot and killed a government soldier (NISA) at the Aargada village neighborhood in Mogadishu - Dharkenley district (Afgooye, Lower Shabelle).",1,1619476353,SOM
7918289,706,SOM33655,33655,"17 April 2021",2021,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Gololey,2.4492,45.3542,2,"Radio Dalsan",National,"On 17 April 2021, an IED by Al Shabaab militants detonated, targeting a government security forces (SNA) convoy near Gololey village (Balcad, Middle Shabelle). At least two people, including a top SNA army commander, were killed.",2,1619476353,SOM
7875343,706,SOM33632,33632,"16 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"AMISOM: African Union Mission in Somalia (2007-) (Kenya)",,8,28,"Eastern Africa",Somalia,"Lower Juba",Kismaayo,,Kismayo,-0.3603,42.5463,2,"Mogadishu Update","New media","On 16 April 2021, Al Shabaab militants attacked an AMISOM KDF forward operation base in the vicinity of Kismayo town (Kismaayo, Lower Juba). No fatalities and/or injuries reported.",0,1618857530,SOM
7875383,706,SOM33633,33633,"16 April 2021",2021,1,Battles,"Armed clash","Dhulbahante-Wacays Aden Sub-Clan Militia (Somalia)",,4,"Dhulbahante-Reer Hagar Sub-Clan Militia (Somalia)",,4,44,"Eastern Africa",Somalia,Sool,Xudun,,Xudun,9.1549,47.4776,2,"Radio Kulmiye",National,"On 16 April 2021, a Dhulbahante-Wacays Aden sub-clan militia clashed with a Dhulbahante-Reer Hagar sub-clan militia in Dhabar-Dalool village near Xudun town (Xudun, Sool). At least ten people were killed. The clash was related to a dispute over a drinking water well.",10,1618857530,SOM
7918432,706,SOM33650,33650,"16 April 2021",2021,1,"Strategic developments","Looting/property destruction","Al Shabaab",,2,"Civilians (Somalia)","Labour Group (Somalia)",7,27,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,"Ceel Geelow",2.5159,45.3622,2,"Undisclosed Source","Local partner-Other","Property destruction: On 16 April 2021, Al Shabaab militants set on fire two trucks returning from Jowhar to Mogadishu near Sayga forest between Gololey village and Ceel Geelow village (Balcad, Middle Shabelle). The vehicles were working on the road construction between Mogadishu and Jowhar.",0,1619476353,SOM
7918493,706,SOM33653,33653,"16 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Shalaambood,1.7087,44.6961,1,"Undisclosed Source","Local partner-Other","On 16 April 2021, Al Shabaab militants carried out hit and run attack against government security forces (SNA) at a checkpoint in Shalaambood village (Marka, Lower Shabelle). No fatalities and/or injuries reported.",0,1619476353,SOM
7918497,706,SOM33652,33652,"16 April 2021",2021,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Qalimow,2.5878,45.3695,2,"Undisclosed Source","Local partner-Other","On 16 April 2021, an IED by Al Shabaab militants detonated, targeting government security forces (SNA) convoy travelling between Balcad and Qalimow village (Balcad, Middle Shabelle). Two soldiers were injured.",0,1619476353,SOM
7918294,706,SOM33651,33651,"16 April 2021",2021,1,"Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)","Government of Somalia (2017-)",7,27,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Mogadishu - Daynile",2.0581,45.3003,1,"Radio Kulmiye",National,"On 16 April 2021, Al Shabaab militants shot and killed the Hamar Jabab district commissioner (DC) as he was entering his home in Sarkuusta neighborhood in Mogadishu - Daynile district (Afgooye, Lower Shabelle).",1,1619476353,SOM
7875150,706,SOM33629,33629,"15 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"AMISOM: African Union Mission in Somalia (2007-) (Kenya)",,8,28,"Eastern Africa",Somalia,"Lower Juba",Badhaadhe,,Hosingow,-0.1734,41.2695,1,Caasimada,National,"On 15 April 2021, Al Shabaab militants attacked AMISOM KDF forward operation at a base in Hosingow village (Badhaadhe, Lower Juba). No fatalities and/or injuries reported.",0,1618857530,SOM
7875423,706,SOM33628,33628,"15 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"AMISOM: African Union Mission in Somalia (2007-) (Uganda)",,8,28,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Danow,1.7317,44.6253,2,"Somali Memo",National,"On 15 April 2021, Al Shabaab militants attacked an AMISOM UNDF forward operation base in Danow village (Marka, Lower Shabelle). No fatalities and/or injuries reported.",0,1618857530,SOM
7875424,706,SOM33631,33631,"15 April 2021",2021,1,"Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)",,7,27,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Wardhigley",2.0549,45.33,1,"Somali Memo",National,"On 15 April 2021, suspected Al Shabaab militants shot and killed a civilian in Mogadishu - Wardhigley district (Wardhigley, Banadir).",1,1618857530,SOM
7875427,706,SOM33630,33630,"15 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,Banadir,Hodan,,"Mogadishu - Hodan",2.0333,45.35,1,"Somali Memo",National,"On 15 April 2021, Al Shabaab militants threw a hand grenade at government security forces at a checkpoint near Shabelle university checkpoint in Mogadishu - Hodan district (Hodan, Banadir). The soldiers reacted with gunfire after the blast. No fatalities and/or injuries reported.",0,1618857530,SOM
7918452,706,SOM33647,33647,"15 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Bariirre,2.0476,44.8975,1,"Undisclosed Source","Local partner-Other","On 15 April 2021, Al Shabaab militants carried out a hit and run attack against government security forces (SNA) at a defensive base in Bariirre village (Afgooye, Lower Shabelle). No fatalities and/or injuries reported.",0,1619476353,SOM
7918504,706,SOM33646,33646,"15 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Awdheegle,1.9833,44.8333,1,"Undisclosed Source","Local partner-Other","On 15 April 2021, Al Shabaab militants carried out hit and run attack against government security forces (SNA) at a defensive base in Awdheegle village (Afgooye, Lower Shabelle). No fatalities and/or injuries reported.",0,1619476353,SOM
7918505,706,SOM33649,33649,"15 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Mogadishu - Daynile",2.0581,45.3003,1,"Undisclosed Source","Local partner-Other","On 15 April 2021, Al Shabaab militants carried out hit and run attack against government security forces (SNA) at a checkpoint in Warlaliska neighborhood in Mogadishu - Daynile district (Afgooye, Lower Shabelle). No fatalities and/or injuries reported.",0,1619476353,SOM
7918509,706,SOM33648,33648,"15 April 2021",2021,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Habar Gedir Clan Militia (Somalia)",,4,14,"Eastern Africa",Somalia,Mudug,Gaalkacyo,,"Ceel Akhwan",6.6918,47.3774,2,"Undisclosed Source","Local partner-Other","On 15 April 2021, government security forces (SNA) clashed with a Habar Gedir clan militia over an illegal checkpoint near Ceel Akhwan village (Gaalkacyo, Mudug). No fatalities and/or injuries reported.",0,1619476353,SOM
7875412,706,SOM33626,33626,"14 April 2021",2021,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)",,7,37,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Gololey,2.4492,45.3542,2,"Shabelle Media Network",National,"On 14 April 2021, an IED by an unknown group detonated, targeting a vehicle traveling from Mogadishu to Jowhar town near Gololey village (Balcad, Middle Shabelle). At least 17 people were killed.",17,1618857530,SOM
7875480,706,SOM33627,33627,"14 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Mogadishu - Dharkenley",2.0095,45.25,1,"Undisclosed Source","Local partner-Other","On 14 April 2021, Al Shabaab militants threw a hand grenade in the Tabeelaha Weydow neighborhood in Mogadishu - Dharkenley district (Afgooye, Lower Shabelle). Soldiers reacted with gunfire after the blast. No fatalities and/or injuries reported.",0,1618857530,SOM
7875504,706,SOM33625,33625,"14 April 2021",2021,1,Battles,"Armed clash","Habar Gedir Clan Militia (Somalia)",,4,"Habar Gedir Clan Militia (Somalia)",,4,44,"Eastern Africa",Somalia,Galgaduud,Dhuusamarreeb,,"Bali Cad",5.4804,46.0906,2,"Undisclosed Source","Local partner-Other","On 14 April 2021, two Habar Gedir clan militias clashed in the vicinity of Bali Cad village (Dhuusamarreeb, Galgaduud). The clashes were related to clan revenge and resulted in wounding two people. No fatalities and/or injuries reported.",0,1618857530,SOM
7875378,706,SOM33618,33618,"13 April 2021",2021,1,Protests,"Peaceful protest","Protesters (Somalia)","Women (Somalia)",6,,,0,60,"Eastern Africa",Somalia,Togdheer,Burco,,Burco,9.745,45.634,1,"Radio Dalsan",National,"On 13 April 2021, residents, mainly women and children, staged a peaceful protest for a second day after the Somaliland military court sentenced a senior military colonel to two years imprisonment in Burco town (Burco, Togdheer). He was accused of the SLA strike in February 2021 and of leaking military information to government of Somalia. [size=no report]",0,1618857530,SOM
7875422,706,SOM33623,33623,"13 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Wardhigley",2.0549,45.33,1,"Somali Memo",National,"On 13 April 2021, Al Shabaab militants threw a hand grenade in the Mohamud Harbi School neighborhood in Mogadishu - Wardhigley district (Wardhigley, Banadir). Soldiers reacted with gunfire after the blast. No fatalities and/or injuries reported.",0,1618857530,SOM
7875479,706,SOM33620,33620,"13 April 2021",2021,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Ceelasha Biyaha",2.0823,45.2102,2,"Undisclosed Source","Local partner-Other","On 13 April 2021, Al Shabaab militants carried out a hit and run attack against government security forces (SNA) at a defensive base in the vicinity of Ceelasha Biyaha village (Afgooye, Lower Shabelle). No fatalities and/or injuries reported.",0,1618857530,SOM
7875481,706,SOM33619,33619,"13 April 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)",,7,37,"Eastern Africa",Somalia,Galgaduud,Cabudwaaq,,Cabudwaaq,6.1478,46.3964,2,"Undisclosed Source","Local partner-Other","On 13 April 2021, a civilian was injured when unknown armed men ambushed and shot at his vehicle while traveling from Cadaado to Cabudwaaq town (Cabudwaaq, Galgaduud).",0,1618857530,SOM
